unicode_,name,script,diacritic,name_meaning,english_name,origin,transliteration,ordering,variants
𐌎,,Old Italic script,0,,,Ξ:1,,Marsiliana tablet order: 15,
𐌏,,Old Italic script,0,,,Ο:1,Old Italic to Modern Latin: o,Marsiliana tablet order: 16,
𐌐,,Old Italic script,0,,,Π:1,Old Italic to Modern Latin: p,Marsiliana tablet order: 17; Archaic Etruscan order: 13; Neo-Etruscan order: 12,
𐌒,,Old Italic script,0,,,Ϙ:1,Old Italic to Modern Latin: q,Marsiliana tablet order: 18; Archaic Etruscan order: 14,
𐌓,,Old Italic script,0,,,Ρ:1,Old Italic to Modern Latin: r,Marsiliana tablet order: 19; Archaic Etruscan order: 15; Neo-Etruscan order: 13,
𐌔,,Old Italic script,0,,,Σ:1,Old Italic to Modern Latin: s,Marsiliana tablet order: 20; Archaic Etruscan order: 16; Neo-Etruscan order: 14,
𐌕,,Old Italic script,0,,,Τ:1,Old Italic to Modern Latin: t,Marsiliana tablet order: 21; Archaic Etruscan order: 17; Neo-Etruscan order: 15,
𐌖,,Old Italic script,0,,,Υ:1,Old Italic to Modern Latin: u,Marsiliana tablet order: 22; Archaic Etruscan order: 18; Neo-Etruscan order: 16,
𐌗,,Old Italic script,0,,,Χ:1,Old Italic to Modern Latin: x,Marsiliana tablet order: 23; Archaic Etruscan order: 19,
𐌘,,Old Italic script,0,,,Φ:1,Old Italic to Modern Latin: ph,Marsiliana tablet order: 24; Archaic Etruscan order: 20; Neo-Etruscan order: 17,
𐌙,,Old Italic script,0,,,Ψ:1,Old Italic to Modern Latin: kh,Marsiliana tablet order: 25; Archaic Etruscan order: 21; Neo-Etruscan order: 18,
𐌚,,Old Italic script,0,,Ef,Ϝ:0,Old Italic to Modern Latin: f,Archaic Etruscan order: 22; Neo-Etruscan order: 19,
𐌛,,Old Italic script,0,,Ers,,,,
𐌜,,Old Italic script,0,,Che,,,,
𐌝,,Old Italic script,0,,Ii,Η:1,Old Italic to Modern Latin: ii,,
𐌞,,Old Italic script,0,,Ess,,Old Italic to Modern Latin: uu,,
𐌟,,Old Italic script,0,,,,,,
A,,Latin script,0,,,𐌀:1,,English order:1; Classical Latin order:1; Old Latin order:1,miniscule:a
B,,Latin script,0,,,𐌁:1,,English order:2; Classical Latin order:2; Old Latin order:2,miniscule:b
C,,Latin script,0,,,𐌂:1,,English order:3; Classical Latin order:3; Old Latin order:3,miniscule:c
D,,Latin script,0,,,𐌃:1,,English order:4; Classical Latin order:4; Old Latin order:4,miniscule:d
E,,Latin script,0,,,𐌄:1,,English order:5; Classical Latin order:5; Old Latin order:5,miniscule:e
F,,Latin script,0,,,𐌅:1; 𐌚:1,,English order:6; Classical Latin order:6; Old Latin order:6,miniscule:f
G,,Latin script,0,,,C:1,,English order:7; Classical Latin order:7; Old Latin order:7,miniscule:g
H,,Latin script,0,,,𐌇:1,,English order:8; Classical Latin order:8; Old Latin order:8,miniscule:h
I,,Latin script,0,,,𐌉:1,,English order:9; Classical Latin order:9; Old Latin order:9,miniscule:i
J,,Latin script,0,,,I:1,,English order:10,miniscule:j
K,,Latin script,0,,,𐌊:1,,English order:11; Classical Latin order:10; Old Latin order:10,miniscule:k
L,,Latin script,0,,,𐌋:1,,English order:12; Classical Latin order:11; Old Latin order:11,miniscule:l
M,,Latin script,0,,,𐌌:1,,English order:13; Classical Latin order:12; Old Latin order:12,miniscule:m
N,,Latin script,0,,,𐌍:1,,English order:14; Classical Latin order:13; Old Latin order:13,miniscule:n
O,,Latin script,0,,,𐌏:1,,English order:15; Classical Latin order:14; Old Latin order:14,miniscule:o
P,,Latin script,0,,,𐌐:1,,English order:16; Classical Latin order:15; Old Latin order:15,miniscule:p
Q,,Latin script,0,,,𐌒:1,,English order:17; Classical Latin order:16; Old Latin order:16,miniscule:q
R,,Latin script,0,,,𐌓:1,,English order:18; Classical Latin order:17; Old Latin order:17,miniscule:r
S,,Latin script,0,,,𐌔:1,,English order:19; Classical Latin order:18; Old Latin order:18,miniscule:s
T,,Latin script,0,,,𐌕:1,,English order:20; Classical Latin order:19; Old Latin order:19,miniscule:t
U,,Latin script,0,,,𐌖:1,,English order:21; Classical Latin order:20; Old Latin order:20,miniscule:u
V,,Latin script,0,,,U:1,,English order:22,miniscule:v
W,,Latin script,0,,,U:1,,English order:23,miniscule:w
X,,Latin script,0,,,𐌗:1,,English order:24; Classical Latin order:21; Old Latin order:21,miniscule:x
Y,,Latin script,0,,,Υ:1,,English order:25,miniscule:y
Z,,Latin script,0,,,Ζ:1,,English order:26,miniscule:z
ᚠ,*fehu,Germanic runes,0,"wealth, cattle, Frey",Fe,𐌅: 0,Elder Futhark to Latin: f,Elder Futhark order:1,
ᚢ,*ūruz,Germanic runes,0,"aurochs, cow",Ur,𐌀: 0,Elder Futhark to Latin: u,Elder Futhark order:2,
ᚦ,*þurisaz,Germanic runes,0,"giant, Thor",Thorn,Φ: 0,Elder Futhark to Latin: th,Elder Futhark order:3,
ᚨ,*ansuz,Germanic runes,0,Odin,Ash,𐌀: 0,Elder Futhark to Latin: a,Elder Futhark order:4,
ᚱ,*raidō,Germanic runes,0,ride,,R: 0,Elder Futhark to Latin: r,Elder Futhark order:5,
ᚲ,*kenaz,Germanic runes,0,torch,,𐌂: 0; C: 0,Elder Futhark to Latin: k,Elder Futhark order:6,
ᚷ,*gebō,Germanic runes,0,gift,,𐌗: 0; X: 0,Elder Futhark to Latin: g,Elder Futhark order:7,
ᚹ,*wunjō,Germanic runes,0,joy,,𐌅: 0; Ϝ: 0,Elder Futhark to Latin: w,Elder Futhark order:8,
ᚺ,*hagalaz,Germanic runes,0,hail (precipitation),,𐌇: 0; H: 0,Elder Futhark to Latin: h,Elder Futhark order:9,
ᚾ,*naudiz,Germanic runes,0,need,,𐌍: 0; N: 0,Elder Futhark to Latin: n,Elder Futhark order:10,
ᛁ,*īsaz,Germanic runes,0,ice,,𐌉: 0; I: 0,Elder Futhark to Latin: i,Elder Futhark order:11,
ᛃ,*jēra,Germanic runes,0,year,,,Elder Futhark to Latin: y,Elder Futhark order:12,
ᛇ,*īhwaz,Germanic runes,0,yew tree,,,Elder Futhark to Latin: ï,Elder Futhark order:13,
ᛈ,*perþo,Germanic runes,0,pear?,,𐌐: 0,Elder Futhark to Latin: p,Elder Futhark order:14,
ᛉ,*algiz,Germanic runes,0,protection,,𐌙: 0,Elder Futhark to Latin: z,Elder Futhark order:15,
ᛊ,*sōwilō,Germanic runes,0,sun,,𐌔: 0,Elder Futhark to Latin: s,Elder Futhark order:16,
ᛏ,*tīwaz,Germanic runes,0,"sacrifice, Tyr",,𐌕: 0; T: 0,Elder Futhark to Latin: t,Elder Futhark order:17,
ᛒ,*berkanan,Germanic runes,0,birch tree,,𐌁: 0; B: 0,Elder Futhark to Latin: b,Elder Futhark order:18,
ᛖ,*ehwaz,Germanic runes,0,horse,,𐌄: 0,Elder Futhark to Latin: e,Elder Futhark order:19,
ᛗ,*mannaz,Germanic runes,0,man,,𐌌: 0; M: 0,Elder Futhark to Latin: m,Elder Futhark order:20,
ᛚ,*laguz,Germanic runes,0,lake,,𐌋: 0,Elder Futhark to Latin: l,Elder Futhark order:21,
ᛜ,*ingwaz,Germanic runes,0,Yngvi,,,Elder Futhark to Latin: ng,Elder Futhark order:22,
ᛟ,*ōþilan,Germanic runes,0,"heritage, estate",,𐌏: 0; Ω: 0,Elder Futhark to Latin: o,Elder Futhark order:23,
ᛞ,*dagaz,Germanic runes,0,day,,𐌃: 0; Ϻ: 0,Elder Futhark to Latin: d,Elder Futhark order:24,
𐌰,ans,Gothic script,0,god,,Α: 1; ᚨ: 0,Gothic to Latin: a,Gothic numeric order: 1,
𐌱,bairka,Gothic script,0,birch tree,,Β: 1; ᛒ: 0,Gothic to Latin: b,Gothic numeric order: 2,
𐌲,giba,Gothic script,0,gift,,Γ: 1; ᚷ: 0,Gothic to Latin: g,Gothic numeric order: 3,
𐌳,dags,Gothic script,0,day,,Δ: 1; ᛞ: 0,Gothic to Latin: d,Gothic numeric order: 4,
𐌴,aihws,Gothic script,0,horse,,Ε: 1; ᛖ: 0,Gothic to Latin: e,Gothic numeric order: 5,
𐌵,qairþra,Gothic script,0,,,,Gothic to Latin: q,Gothic numeric order: 6,
𐌶,ezec,Gothic script,0,,,Ζ: 1,Gothic to Latin: z,Gothic numeric order: 7,
𐌷,hagal,Gothic script,0,hail (precipitation),,Η: 1; ᚺ: 0,Gothic to Latin: h,Gothic numeric order: 8,
𐌸,þiuþ,Gothic script,0,good,,Φ: 1; ᚦ: 0,Gothic to Latin: th,Gothic numeric order: 9,
𐌹,eis,Gothic script,0,ice,,Ι: 1; ᛁ: 0,Gothic to Latin: i,Gothic numeric order: 10,
𐌺,kusma,Gothic script,0,,,Κ: 1; ᚲ: 0,Gothic to Latin: k,Gothic numeric order: 20,
𐌻,lagus,Gothic script,0,lake,,Λ: 1; ᛚ: 0,Gothic to Latin: l,Gothic numeric order: 30,
𐌼,manna,Gothic script,0,man,,Μ: 1; ᛗ: 0,Gothic to Latin: m,Gothic numeric order: 40,
𐌽,nauþs,Gothic script,0,need,,Ν: 1; ᚾ: 0,Gothic to Latin: n,Gothic numeric order: 50,
𐌾,jēr,Gothic script,0,year,,G: 1; ᛃ: 0,Gothic to Latin: j,Gothic numeric order: 60,
𐌿,uraz,Gothic script,0,aurochs,,ᚢ: 0,Gothic to Latin: u,Gothic numeric order: 70,
𐍀,pairþa,Gothic script,0,,,Π: 1; ᛈ: 0,Gothic to Latin: p,Gothic numeric order: 80,
𐍁,,Gothic script,0,,,Ϙ: 1,,Gothic numeric order: 90,
𐍂,raida,Gothic script,0,wagon,,Ρ: 1; ᚱ: 0,Gothic to Latin: r,Gothic numeric order: 100,
𐍃,sauil,Gothic script,0,sun,,Σ: 1; ᛊ: 0,Gothic to Latin: s,Gothic numeric order: 200,
𐍄,tius,Gothic script,0,Tyr,,Τ: 1; ᛏ: 0,Gothic to Latin: t,Gothic numeric order: 300,
𐍅,winja,Gothic script,0,field,,Υ: 1; ᚹ: 0,Gothic to Latin: y,Gothic numeric order: 400,
𐍆,faihu,Gothic script,0,"cattle, wealth",,Φ: 1; ᚠ: 0,Gothic to Latin: f,Gothic numeric order: 500,
𐍇,iggus,Gothic script,0,Yngvi,,Χ: 1; ᛜ: 0,Gothic to Latin: ch,Gothic numeric order: 600,
𐍈,hwair,Gothic script,0,kettle,,Θ: 1,Gothic to Latin: hw,Gothic numeric order: 700,
𐍉,utal,Gothic script,0,ancestral land,,Ω: 1; ᛟ: 0,Gothic to Latin: o,Gothic numeric order: 800,
𐍊,,Gothic script,0,,,,,Gothic numeric order: 900,
𐭀,,Pahlavi scripts,0,,aleph,𐡀:1,Pahlavi to Latin: a,North Semitic order: 1,
𐭁,,Pahlavi scripts,0,,beth,𐡁:1,Pahlavi to Latin: b,North Semitic order: 2,
𐭂,,Pahlavi scripts,0,,gimel,𐡂:1,Pahlavi to Latin: g,North Semitic order: 3,
𐭃,,Pahlavi scripts,0,,daleth,𐡃:1,Pahlavi to Latin: d,North Semitic order: 4,
𐭄,,Pahlavi scripts,0,,he,𐡄:1,Pahlavi to Latin: h,North Semitic order: 5,
𐭅,,Pahlavi scripts,0,,waw,𐡅:1,Pahlavi to Latin: u,North Semitic order: 6,
𐭆,,Pahlavi scripts,0,,zayin,𐡆:1,Pahlavi to Latin: z,North Semitic order: 7,
𐭇,,Pahlavi scripts,0,,heth,𐡇:1,Pahlavi to Latin: x,North Semitic order: 8,
𐭈,,Pahlavi scripts,0,,teth,𐡈:1,Pahlavi to Latin: t,North Semitic order: 9,
𐭉,,Pahlavi scripts,0,,yodh,𐡉:1,Pahlavi to Latin: j,North Semitic order: 10,
𐭊,,Pahlavi scripts,0,,kaph,𐡊:1,Pahlavi to Latin: k,North Semitic order: 11,
𐭋,,Pahlavi scripts,0,,lamedh,𐡋:1,Pahlavi to Latin: l,North Semitic order: 12,
𐭌,,Pahlavi scripts,0,,mem,𐡌:1,Pahlavi to Latin: m,North Semitic order: 13,
𐭍,,Pahlavi scripts,0,,nun,𐡍:1,Pahlavi to Latin: n,North Semitic order: 14,
𐭎,,Pahlavi scripts,0,,samekh,𐡎:1,Pahlavi to Latin: s,North Semitic order: 15,
𐭏,,Pahlavi scripts,0,,ayin,𐡏:1,Pahlavi to Latin: ʾ,North Semitic order: 16,
𐭐,,Pahlavi scripts,0,,pe,𐡐:1,Pahlavi to Latin: p,North Semitic order: 17,
𐭑,,Pahlavi scripts,0,,sadhe,𐡑:1,Pahlavi to Latin: ṣ,North Semitic order: 18,
𐭒,,Pahlavi scripts,0,,qoph,𐡒:1,Pahlavi to Latin: q,North Semitic order: 19,
𐭓,,Pahlavi scripts,0,,resh,𐡓:1,Pahlavi to Latin: r,North Semitic order: 20,
𐭔,,Pahlavi scripts,0,,shin,𐡔:1,Pahlavi to Latin: š,North Semitic order: 21,
𐭕,,Pahlavi scripts,0,,taw,𐡕:1,Pahlavi to Latin: t,North Semitic order: 22,
Ա,այբ,Armenian script,0,,ayb,𐭀: 0,,,miniscule: ա
Բ,բեն,Armenian script,0,,ben,𐭁: 0,,,miniscule: բ
Գ,գիմ,Armenian script,0,,gim,𐭂: 0,,,miniscule: գ
Դ,դա,Armenian script,0,,da,𐭃: 0,,,miniscule: դ
Ե,եչ,Armenian script,0,,yeč,,,,miniscule: ե
Զ,զա,Armenian script,0,,za,𐭆: 0,,,miniscule: զ
Է,է,Armenian script,0,,ē,𐭇: 0,,,miniscule: է
Ը,ըթ,Armenian script,0,,ët',𐭕: 0,,,miniscule: ը
Թ,թո,Armenian script,0,,t'o,Θ: 0,,,miniscule: թ
Ժ,ժե,Armenian script,0,,že,,,,miniscule: ժ
Ի,ինի,Armenian script,0,,ini,𐭉: 0,,,miniscule: ի
Լ,լյուն,Armenian script,0,,lyown,𐭋: 0,,,miniscule: լ
Խ,խե,Armenian script,0,,xe,,,,miniscule: խ
Ծ,ծա,Armenian script,0,,ça,𐭎: 0,,,miniscule: ծ
Կ,կեն,Armenian script,0,,ken,𐭊: 0,,,miniscule: կ
Հ,հո,Armenian script,0,,ho,𐭄: 0,,,miniscule: հ
Ձ,ձա,Armenian script,0,,ja,,,,miniscule: ձ
Ղ,ղատ,Armenian script,0,,ġat,,,,miniscule: ղ
Ճ,ճե,Armenian script,0,,č̣e,,,,miniscule: ճ
Մ,մեն,Armenian script,0,,men,𐭌: 0,,,miniscule: մ
Յ,հի,Armenian script,0,,hi,,,,miniscule: յ
Ն,նու,Armenian script,0,,now,𐭍: 0,,,miniscule: ն
Շ,շա,Armenian script,0,,ša,𐭔: 0,,,miniscule: շ
Ո,ո,Armenian script,0,,vo,,,,miniscule: ո
Չ,չա,Armenian script,0,,ča,,,,miniscule: չ
Պ,պե,Armenian script,0,,pe,𐭐: 0,,,miniscule: պ
Ջ,ջե,Armenian script,0,,ǰe,,,,miniscule: ջ
Ռ,ռա,Armenian script,0,,ṙa,𐭓: 0,,,miniscule: ռ
Ս,սե,Armenian script,0,,se,𐭎: 0,,,miniscule: ս
Վ,վեվ,Armenian script,0,,vev,𐭅: 0,,,miniscule: վ
Տ,տյուն,Armenian script,0,,tyown,𐭑: 0,,,miniscule: տ
Ր,րե,Armenian script,0,,re,𐭓: 0,,,miniscule: ր
Ց,ցո,Armenian script,0,,c'o,,,,miniscule: ց
Ւ,վյուն,Armenian script,0,,vyun,,,,miniscule: ւ
Փ,փյուր,Armenian script,0,,p'yowr,Φ: 0,,,miniscule: փ
Ք,քե,Armenian script,0,,k'e,Ξ: 0,,,miniscule: ք
Օ,օ,Armenian script,0,,ò,,,,miniscule: օ
Ֆ,ֆե,Armenian script,0,,fe,,,,miniscule: ֆ
Ⰰ,,Glagolitic script,0,,az,,,,
Ⰱ,,Glagolitic script,0,,buky,,,,
Ⰲ,,Glagolitic script,0,,vedi,,,,
Ⰳ,,Glagolitic script,0,,glagoli,,,,
Ⰴ,,Glagolitic script,0,,dobro,,,,
Ⰵ,,Glagolitic script,0,,jest,,,,
Ⰶ,,Glagolitic script,0,,zhivete,,,,
Ⰷ,,Glagolitic script,0,,dzelo,,,,
Ⰸ,,Glagolitic script,0,,zemlja,,,,
Ⰹ,,Glagolitic script,0,,i,,,,
Ⰻ,,Glagolitic script,0,,izhe,,,,
Ⰼ,,Glagolitic script,0,,djerv,,,,
Ⰽ,,Glagolitic script,0,,kako,,,,
Ⰾ,,Glagolitic script,0,,ljudi,,,,
Ⰿ,,Glagolitic script,0,,mislete,,,,
Ⱀ,,Glagolitic script,0,,nash,,,,
Ⱁ,,Glagolitic script,0,,on,,,,
Ⱂ,,Glagolitic script,0,,pokoj,,,,
Ⱃ,,Glagolitic script,0,,rtsi,,,,
Ⱄ,,Glagolitic script,0,,slovo,,,,
Ⱅ,,Glagolitic script,0,,tverdo,,,,
Ⱆ,,Glagolitic script,0,,uk,,,,
Ⱇ,,Glagolitic script,0,,fert,,,,
Ⱈ,,Glagolitic script,0,,kher,,,,
Ⱉ,,Glagolitic script,0,,oht,,,,
Ⱋ,,Glagolitic script,0,,shta,,,,
Ⱌ,,Glagolitic script,0,,tsi,,,,
Ⱍ,,Glagolitic script,0,,cherv,,,,
Ⱎ,,Glagolitic script,0,,sha,ש: 0,,,
Ⱏ,,Glagolitic script,0,,yer,,,,
Ⱐ,,Glagolitic script,0,,yer`,,,,
Ⱑ,,Glagolitic script,0,,yat,,,,
Ⱖ,,Glagolitic script,0,,,,,,
Ⱓ,,Glagolitic script,0,,yu,,,,
Ⱔ,,Glagolitic script,0,,small yus,,,,
Ⱗ,,Glagolitic script,0,,small iotated yus,,,,
Ⱘ,,Glagolitic script,0,,big yus,,,,
Ⱙ,,Glagolitic script,0,,big iotated yus,,,,
Ⱚ,,Glagolitic script,0,,fita,,,,
Ⱛ,,Glagolitic script,0,,izhitsa,,,,
А,,Cyrillic script,0,,a,Α: 1,,,
Б,,Cyrillic script,0,,be,,,,
В,,Cyrillic script,0,,ve,Β: 1,,,
Г,,Cyrillic script,0,,ge,Γ: 1,,,
Ґ,,Cyrillic script,0,,ge upturn,,,,
Д,,Cyrillic script,0,,de,Δ: 1,,,
Ђ,,Cyrillic script,0,,dje,,,,
Ѓ,,Cyrillic script,0,,gje,,,,
Е,,Cyrillic script,0,,ye,Ε: 1,,,
Ё,,Cyrillic script,0,,yo,,,,
Є,,Cyrillic script,0,,Ukranian ye,,,,
Ж,,Cyrillic script,0,,zhe,Ⰶ: 0,,,
З,,Cyrillic script,0,,ze,,,,
Ѕ,,Cyrillic script,0,,dze,Ⰷ: 0; Σ: 0,,,
И,,Cyrillic script,0,,i,,,,
І,,Cyrillic script,0,,dotted i,Ι: 1,,,
Ј,,Cyrillic script,0,,je,J: 1,,,
К,,Cyrillic script,0,,ka,Κ: 1,,,
Л,,Cyrillic script,0,,el,,,,
Љ,,Cyrillic script,0,,lje,,,,
М,,Cyrillic script,0,,em,,,,
Н,,Cyrillic script,0,,en,,,,
Њ,,Cyrillic script,0,,nje,,,,
О,,Cyrillic script,0,,o,,,,
П,,Cyrillic script,0,,pe,,,,
Р,,Cyrillic script,0,,er,,,,
С,,Cyrillic script,0,,es,,,,
Т,,Cyrillic script,0,,te,,,,
Ћ,,Cyrillic script,0,,tshe,,,,
У,,Cyrillic script,0,,u,,,,
Ф,,Cyrillic script,0,,ef,,,,
Х,,Cyrillic script,0,,kha,,,,
Ц,,Cyrillic script,0,,tse,,,,
Ч,,Cyrillic script,0,,che,,,,
Џ,,Cyrillic script,0,,dzhe,,,,
Ш,,Cyrillic script,0,,sha,Ⱎ: 1,,,
Щ,,Cyrillic script,0,,shcha,Ⱋ: 1,,,
Ъ,,Cyrillic script,0,,hard sign,,,,
Ы,,Cyrillic script,0,,yery,,,,
Ь,,Cyrillic script,0,,soft sign,,,,
Э,,Cyrillic script,0,,e,,,,
Ю,,Cyrillic script,0,,yu,,,,
Я,,Cyrillic script,0,,ya,,,,
ࠀ,,Samaritan script,0,,ā'lāf,𐤀:1,Samaritan to Latin: ʾ,North Semitic order: 1,
ࠁ,,Samaritan script,0,,bīt,𐤁:1,Samaritan to Latin: b,North Semitic order: 2,
ࠂ,,Samaritan script,0,,gā'mān,𐤂:1,Samaritan to Latin: g,North Semitic order: 3,
ࠃ,,Samaritan script,0,,dā'lāt,𐤃:1,Samaritan to Latin: d,North Semitic order: 4,
ࠄ,,Samaritan script,0,,īy,𐤄:1,Samaritan to Latin: h,North Semitic order: 5,
ࠅ,,Samaritan script,0,,bâ,𐤅:1,Samaritan to Latin: w,North Semitic order: 6,
ࠆ,,Samaritan script,0,,zēn,𐤆:1,Samaritan to Latin: z,North Semitic order: 7,
ࠇ,,Samaritan script,0,,īt,𐤇:1,Samaritan to Latin: ḥ,North Semitic order: 8,
ࠈ,,Samaritan script,0,,ţīt,𐤈:1,Samaritan to Latin: ṭ,North Semitic order: 9,
ࠉ,,Samaritan script,0,,yūt,𐤉:1,Samaritan to Latin: y,North Semitic order: 10,
ࠊ,,Samaritan script,0,,kâf,𐤊:1,Samaritan to Latin: k,North Semitic order: 11,
ࠋ,,Samaritan script,0,,lā'bāt,𐤋:1,Samaritan to Latin: l,North Semitic order: 12,
ࠌ,,Samaritan script,0,,mīm,𐤌:1,Samaritan to Latin: m,North Semitic order: 13,
ࠍ,,Samaritan script,0,,nūn,𐤍:1,Samaritan to Latin: n,North Semitic order: 14,
ࠎ,,Samaritan script,0,,sin'gât,𐤎:1,Samaritan to Latin: s,North Semitic order: 15,
ࠏ,,Samaritan script,0,,īn,𐤏:1,Samaritan to Latin: ʿ,North Semitic order: 16,
ࠐ,,Samaritan script,0,,fī,𐤐:1,Samaritan to Latin: p,North Semitic order: 17,
ࠑ,,Samaritan script,0,,şâ'dīy,𐤑:1,Samaritan to Latin: ṣ,North Semitic order: 18,
ࠒ,,Samaritan script,0,,qūf,𐤒:1,Samaritan to Latin: q,North Semitic order: 19,
ࠓ,,Samaritan script,0,,rīš,𐤓:1,Samaritan to Latin: r,North Semitic order: 20,
ࠔ,,Samaritan script,0,,šān,𐤔:1,Samaritan to Latin: š,North Semitic order: 21,
ࠕ,,Samaritan script,0,,tāf,𐤕:1,Samaritan to Latin: t,North Semitic order: 22,
𐀀,,Linear B,0,,a,,,,
𐀁,,Linear B,0,,e,,,,
𐀂,,Linear B,0,,i,,,,
𐀃,,Linear B,0,,o,,,,
𐀄,,Linear B,0,,u,,,,
𐀅,,Linear B,0,,da,,,,
𐀆,,Linear B,0,,de,,,,
𐀇,,Linear B,0,,di,,,,
𐀈,,Linear B,0,,do,,,,
𐀉,,Linear B,0,,du,,,,
𐀊,,Linear B,0,,ja,,,,
𐀋,,Linear B,0,,je,,,,
𐀍,,Linear B,0,,jo,,,,
𐀏,,Linear B,0,,ka,,,,
𐀐,,Linear B,0,,ke,,,,
𐀑,,Linear B,0,,ki,,,,
𐀒,,Linear B,0,,ko,,,,
𐀓,,Linear B,0,,ku,,,,
𐀔,,Linear B,0,,ma,,,,
𐀕,,Linear B,0,,me,,,,
𐀖,,Linear B,0,,mi,,,,
𐀗,,Linear B,0,,mo,,,,
𐀘,,Linear B,0,,mu,,,,
𐀙,,Linear B,0,,na,,,,
𐀚,,Linear B,0,,ne,,,,
𐀛,,Linear B,0,,ni,,,,
𐀜,,Linear B,0,,no,,,,
𐀝,,Linear B,0,,nu,,,,
𐀞,,Linear B,0,,pa,,,,
𐀟,,Linear B,0,,pe,,,,
𐀠,,Linear B,0,,pi,,,,
𐀡,,Linear B,0,,po,,,,
𐀢,,Linear B,0,,pu,,,,
𐀣,,Linear B,0,,qa,,,,
𐀤,,Linear B,0,,qe,,,,
𐀥,,Linear B,0,,qi,,,,
𐀦,,Linear B,0,,qo,,,,
𐀨,,Linear B,0,,ra,,,,
𐀩,,Linear B,0,,re,,,,
𐀪,,Linear B,0,,ri,,,,
𐀫,,Linear B,0,,ro,,,,
𐀬,,Linear B,0,,ru,,,,
𐀭,,Linear B,0,,sa,,,,
𐀮,,Linear B,0,,se,,,,
𐀯,,Linear B,0,,si,,,,
𐀰,,Linear B,0,,so,,,,
𐀱,,Linear B,0,,su,,,,
𐀲,,Linear B,0,,ta,,,,
𐀳,,Linear B,0,,te,,,,
𐀴,,Linear B,0,,ti,,,,
𐀵,,Linear B,0,,to,,,,
𐀶,,Linear B,0,,tu,,,,
𐀷,,Linear B,0,,wa,,,,
𐀸,,Linear B,0,,we,,,,
𐀹,,Linear B,0,,wi,,,,
𐀺,,Linear B,0,,wo,,,,
𐀼,,Linear B,0,,za,,,,
𐀽,,Linear B,0,,ze,,,,
𐀿,,Linear B,0,,zo,,,,
𐁀,,Linear B,0,,ha,,,,
𐁁,,Linear B,0,,ai,,,,
𐁂,,Linear B,0,,au,,,,
𐁃,,Linear B,0,,dwe,,,,
𐁄,,Linear B,0,,dwo,,,,
𐁅,,Linear B,0,,nwa,,,,
𐁇,,Linear B,0,,pte,,,,
𐁆,,Linear B,0,,phu,,,,
𐁈,,Linear B,0,,rya,,,,
𐁉,,Linear B,0,,rai,,,,
𐁊,,Linear B,0,,ryo,,,,
𐁋,,Linear B,0,,tya,,,,
𐁌,,Linear B,0,,twe,,,,
𐁍,,Linear B,0,,two,,,,
𐁐,,Linear B,0,,#18,,,,
𐁑,,Linear B,0,,#19,,,,
𐁒,,Linear B,0,,#22,,,,
𐁓,,Linear B,0,,#34,,,,
𐁔,,Linear B,0,,#47,,,,
𐁕,,Linear B,0,,#49,,,,
𐁖,,Linear B,0,,#56,,,,
𐁗,,Linear B,0,,#63,,,,
𐁘,,Linear B,0,,swi,,,,
𐁙,,Linear B,0,,zu,,,,
𐁚,,Linear B,0,,swa,,,,
𐁛,,Linear B,0,,#83,,,,
𐁜,,Linear B,0,,#86,,,,
𐁝,,Linear B,0,,#89,,,,
ܐ,,Syriac script,0,,ʾAlep,𐡀:1,,,
ܒ,,Syriac script,0,,Bet,𐡁:1,,,
ܓ,,Syriac script,0,,Gamal,𐡂:1,,,
ܕ,,Syriac script,0,,Dalat,𐡃:1,,,
ܗ,,Syriac script,0,,He,𐡄:1,,,
ܘ,,Syriac script,0,,Waw,𐡅:1,,,
ܙ,,Syriac script,0,,Zayn,𐡆:1,,,
ܚ,,Syriac script,0,,Het,𐡇:1,,,
ܛ,,Syriac script,0,,Tet,𐡈:1,,,
ܝ,,Syriac script,0,,Yod,𐡉:1,,,
ܟ,,Syriac script,0,,Kap,𐡊:1,,,
ܠ,,Syriac script,0,,Lamad,𐡋:1,,,
ܡ,,Syriac script,0,,Mim,𐡌:1,,,
ܢܢ,,Syriac script,0,,Nun,𐡍:1,,,
ܣ,,Syriac script,0,,Semkat,𐡎:1,,,
ܥ,,Syriac script,0,,ʿE,𐡏:1,,,
ܦ,,Syriac script,0,,Pe,𐡐:1,,,
ܨ,,Syriac script,0,,Sade,𐡑:1,,,
ܩ,,Syriac script,0,,Qop,𐡒:1,,,
ܪ,,Syriac script,0,,Resh,𐡓:1,,,
ܫ,,Syriac script,0,,Shin,𐡔:1,,,
ܬ,,Syriac script,0,,Taw,𐡕:1,,,
𐼰,,Sogdian script,0,,Aleph,ܐ: 1,,,
𐼱,,Sogdian script,0,,Beth,ܒ: 1,,,
𐼲,,Sogdian script,0,,Gimel,ܓ: 1,,,
𐼳,,Sogdian script,0,,He,ܗ: 1,,,
𐼴,,Sogdian script,0,,Waw,ܘ: 1,,,
𐼵,,Sogdian script,0,,Zayin,ܙ: 1,,,
𐼶,,Sogdian script,0,,Heth,ܚ: 1,,,
𐼷,,Sogdian script,0,,Yodh,ܝ: 1,,,
𐼸,,Sogdian script,0,,Kaph,ܟ: 1,,,
𐼹,,Sogdian script,0,,Lamedh,ܠ: 1,,,
𐼺,,Sogdian script,0,,Mem,ܡ: 1,,,
